"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"1703 01570000","R-10","R - Single Family/Cabin","1321  SHEEP HILL RD","North Coventry",1955,"Before 1991","1951-1960"
"1703 02020000","R-60","R - Dwelling W/Comm Use Primary R","958 W CEDARVILLE RD","North Coventry",1927,"Before 1991","1950 or older"
"1703 02800400","R-10","R - Single Family/Cabin","1158  WENDLER CIR","North Coventry",2002,"1991 or Later","2001-2010"
"1703 02800500","R-10","R - Single Family/Cabin","1156  WENDLER CIR","North Coventry",2000,"1991 or Later","1991-2000"
"1703 02800600","R-10","R - Single Family/Cabin","1154  WENDLER CIR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02800700","R-10","R - Single Family/Cabin","1152  WENDLER CIR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02800800","R-10","R - Single Family/Cabin","1150  WENDLER CIR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02800900","R-10","R - Single Family/Cabin","1148  WENDLER CIR","North Coventry",2000,"1991 or Later","1991-2000"
"1703 02801000","R-10","R - Single Family/Cabin","1146  WENDLER CIR","North Coventry",2000,"1991 or Later","1991-2000"
"1703 02801100","R-10","R - Single Family/Cabin","1144  WENDLER CIR","North Coventry",2001,"1991 or Later","2001-2010"
"1703 02801200","R-10","R - Single Family/Cabin","1142  WENDLER CIR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02801300","R-10","R - Single Family/Cabin","1140  WENDLER CIR","North Coventry",2000,"1991 or Later","1991-2000"
"1703 02801400","R-10","R - Single Family/Cabin","1138  WENDLER CIR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02801500","R-10","R - Single Family/Cabin","1161  MARCUS DR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02801600","R-10","R - Single Family/Cabin","1163  MARCUS DR","North Coventry",1999,"1991 or Later","1991-2000"
"1703 02801700","R-10","R - Single Family/Cabin","1165  MARCUS DR","North Coventry",2001,"1991 or Later","2001-2010"
